USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root          1298     1 2187312   3008 0                   0 S unrmd
system        1300     1 2997508  26648 0                   0 S hiaiserver
system        1303     1 2251264   5880 0                   0 S gatekeeperd
system        1309     1 2998732  15752 0                   0 S hiview
root          1310     1 2199872   3612 0                   0 S hinetmanager
system        1316     1 2383560   4444 0                   0 S fusion_daemon
system        1320     1 2330676   5880 0                   0 S vendor.huawei.hardware.biometrics.fingerprint@2.2-service
wifi          1321     1 2375904   4676 0                   0 S vendor.huawei.hardware.wifi@1.3-service
root          1348     2       0      0 0                   0 I [plat_exception_]
root          1349     2       0      0 0                   0 I [hisi_conn_rdr_w]
root          1467     2       0      0 0                   0 S [irq/315-aerdrv]
root          1470     2       0      0 0                   0 S [pci_rx_hi_task]
root          1471     2       0      0 0                   0 S [pci_rx_normal_t]
root          1472     2       0      0 0                   0 S [wlan_bus_rx/pci]
root          1496     2       0      0 0                   0 I [sdio_test]
root          1497     2       0      0 0                   0 I [g_oal_workqueue]
root          1498     2       0      0 0                   0 S [hisi_frw/0]
root          1499     2       0      0 0                   0 I [wlan_pm_wq]
root          1502     2       0      0 0                   0 I [ps_tx_queue0]
root          1503     2       0      0 0                   0 I [wkup_dev_workqu]
root          1586     2       0      0 0                   0 S [hisi_hcc]
root          1587     2       0      0 0                   0 S [hisi_rxdata]
root          1588     2       0      0 0                   0 S [hisi_rx_comp]
root          1589     2       0      0 0                   0 S [hisi_encry]
root          1590     2       0      0 0                   0 I [wifi_exception_]
system        1597   757 14386824 704492 0                  0 S system_server
system        1861     1 2232796   2088 0                   0 S octty
system        1862     1 2273340   3248 0                   0 S oam_hisi
gps           1863     1 2545552  12476 0                   0 S hignss_1105
wifi          2287     1 2195848   5888 0                   0 S wificond
system        2316     1 2177692   3820 0                   0 S android.hardware.usb@1.0-service
system        2358   757 6911480 147360 0                   0 S com.huawei.hiview
root          2414     2       0      0 0                   0 I [kbase_event]
u0_a55        2454   757 10458928 338220 0                  0 S com.android.systemui
system        2455   757 8526828 361140 0                   0 S com.android.settings
root          2511     2       0      0 0                   0 I [kworker/7:0-rcu_gp]
webview_zygote 2566  758 1889296  23072 0                   0 S webview_zygote
u0_a205       2596   757 6677164  96460 0                   0 S com.huawei.lbs
system        2617   757 8298724 150372 0                   0 S com.huawei.harmonyos.foundation
system        2634   757 8122548 152140 0                   0 S com.huawei.HwOPServer
system        2651   757 8079124 159344 0                   0 S com.huawei.systemserver
vendor_securityserver 2669 757 7141356 134140 0             0 S com.huawei.securityserver
radio         2686   757 8543496 215072 0                   0 S com.android.phone
system        2714   757 7306944 147808 0                   0 S com.huawei.iaware
u0_a79        2720   757 9819244 375004 0                   0 S com.huawei.android.launcher
u0_a73        2731   757 9496148 182652 0                   0 S com.huawei.hwid.core
system        2842   757 7680720 163044 0                   0 S com.huawei.systemmanager:service
u0_a11        2875   757 6503212  74592 0                   0 S android.ext.services
vendor_dsoftbus 2903 757 7785280 139036 0                   0 S com.huawei.nearby
root          3301     2       0      0 0                   0 I [kbase_event]
u0_a73        3411   757 6894368 123280 0                   0 S com.huawei.hwid.persistent
root          3844     2       0      0 0                   0 I [kbase_event]
root          4243     2       0      0 0                   0 S [frame_sched]
root          4448     2       0      0 0                   0 I [kworker/u16:0-kbase_pm_poweroff_wait]
root          4449     2       0      0 0                   0 I [kworker/u16:4-kbase_pm_shader_powerof]
root          4453     2       0      0 0                   0 I [kworker/u16:5-f2fs_post_read_wq]
root          4459     2       0      0 0                   0 I [kworker/u16:7-mali_jd]
root          4461     2       0      0 0                   0 I [kworker/u16:8-mali_kbase_hwcnt]
root          4600     1 2333144   5140 0                   0 S distributedfiledaemon
root          4631     2       0      0 0                   0 S [sugov:0]
root          4633     2       0      0 0                   0 S [sugov:4]
root          4638     2       0      0 0                   0 S [sugov:6]
system        4644   757 6611728 127360 0                   0 S com.huawei.android.pushagent.PushService
u0_i9019      4783  2566 1777472  67840 0                   0 S com.huawei.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root          4855     2       0      0 0                   0 I [kworker/3:0-events]
u0_a166       5224   757 8328948 355004 0                   0 S com.eg.android.AlipayGphone
root          5639     1 2319024   3964 0                   0 S modemchr
system        5998     1 2180248   3096 0                   0 S bms_soc
root          6001     1 2354340   7036 0                   0 S chargelogcat-c
system        6002     1 2344160   3476 0                   0 S bms_auth
system        6003     1 2231416   5768 0                   0 S bms_behavior
u0_a116       6019   757 24782752 155588 0                  0 S com.huawei.browser
u0_a211       6070   757 7134340 220208 0                   0 S com.huawei.android.totemweather
u0_a205       6086   757 6876764 105828 0                   0 S com.huawei.lbs:nlp
root          6149     2       0      0 0                   0 I [kworker/6:3-events]
root          6184     2       0      0 0                   0 S [file-storage]
root          6264     2       0      0 0                   0 I [kworker/1:1-events]
u0_a31        6339   757 7111832 183252 0                   0 S com.huawei.appmarket:fadispatcher
u0_a166       6498   757 7898292 280668 0                   0 S com.eg.android.AlipayGphone:push
u0_a10        6562   757 6628736 117360 0                   0 S android.process.media
root          6628     2       0      0 0                   0 I [kbase_event]
root          6648     2       0      0 0                   0 I [kbase_event]
root          6729     2       0      0 0                   0 I [dfs_ino_wb1]
root          6730     2       0      0 0                   0 I [dfs_sb_wb1]
root          6731     2       0      0 0                   0 I [dfs_srv_wb1]
root          6735     2       0      0 0                   0 I [dfs_ino_wb2]
root          6736     2       0      0 0                   0 I [dfs_sb_wb2]
root          6737     2       0      0 0                   0 I [dfs_srv_wb2]
root          6739     2       0      0 0                   0 I [dfs_ino_wb3]
root          6740     2       0      0 0                   0 I [dfs_sb_wb3]
root          6741     2       0      0 0                   0 I [dfs_srv_wb3]
root          6760     2       0      0 0                   0 I [dfs_async2_1]
root          6762     2       0      0 0                   0 I [dfs_req2_1]
root          6763     2       0      0 0                   0 I [dfs_dentry2_1]
root          6765     2       0      0 0                   0 I [dfs_rwb2_1]
u0_a96        6894   757 6663244  72492 0                   0 S com.huawei.vassistant:interactor
u0_a448       6916   757 9221948 186032 0                   0 S com.sohu.inputmethod.sogou
nfc           6925   757 6912264 127504 0                   0 S com.android.nfc
vendor_aiengine 7022 757 6680208 112048 0                   0 S com.huawei.hiaction
u0_a215       7051   757 6877044 113276 0                   0 S com.android.providers.media.module
u0_a161       7085   757 6760380 122712 0                   0 S com.huawei.recsys
u0_a34        7162   757 9226932 245352 0                   0 S com.huawei.intelligent
root          7167     2       0      0 0                   0 I [kworker/u17:1-adb]
root          7169     2       0      0 0                   0 I [kworker/u17:4-kverityd]
root          7173     2       0      0 0                   0 I [kworker/u17:10-events_unbound]
root          7175     2       0      0 0                   0 I [kworker/u17:12-adb]
root          7178     2       0      0 0                   0 I [kworker/u17:14-adb]
root          7272     2       0      0 0                   0 I [kworker/4:0-events]
system        7274   757 6511484 113300 0                   0 S com.huawei.hwdetectrepair
bluetooth     7295   757 7064096 133712 0                   0 S com.android.bluetooth
u0_a182       7497   757 9286684 243692 0                   0 S com.sankuai.meituan:PinProcess
bluetooth     7685     1 2241784   4112 0                   0 S android.hardware.bluetooth@1.1-service
u0_a202       7888   757 6377360 119796 0                   0 S com.huawei.security.privacycenter
vendor_aiengine 8008 757 7635912 179480 0                   0 S com.huawei.hiai.engineservice
root          8220     2       0      0 0                   0 I [kworker/u17:18-events_unbound]
root          8567     2       0      0 0                   0 I [kbase_event]
root          8613     2       0      0 0                   0 I [kworker/6:1-events]
vendor_aiengine 8639 757 7084748 147748 0                   0 S com.huawei.hiai
u0_a9         8687   757 6427776  79324 0                   0 S com.android.cellbroadcastreceiver
u0_a47        8767   757 7059720 153144 0                   0 S com.android.permissioncontroller
secure_element 8826  757 6434960 103300 0                   0 S com.android.se
u0_a4         8860   757 6955348 124460 0                   0 S android.process.acore
u0_a152       8949   757 6352588 107700 0                   0 S com.huawei.hiviewtunnel
root          9299     2       0      0 0                   0 I [kworker/u17:19-events_unbound]
system        9356   757 24022320 202808 0                  0 S com.huawei.audioaccessorymanager
logd          9459     1 2270580   4408 0                   0 S hilogd
u0_a33        9474   757 6560844 128212 0                   0 S com.huawei.controlcenter
u0_a66        9475   757 7793688 198816 0                   0 S com.huawei.hilink.framework
root          9476     2       0      0 0                   0 I [kworker/7:1-events]
root          9512   756 2175456   3964 0                   0 S iptables-restore
root          9515   756 2191840   3956 0                   0 S ip6tables-restore
vendor_deviceprofile 9531 757 6958128 136788 0              0 S com.huawei.profile
root          9533     2       0      0 0                   0 I [kworker/3:1-events]
root          9534     2       0      0 0                   0 I [kworker/2:1-events]
u0_a96        9546   757 7466144 110788 0                   0 S com.huawei.vassistant:wakeup
root          9576     2       0      0 0                   0 I [kbase_event]
u0_a84        9587   757 6501720 128604 0                   0 S com.huawei.parentcontrol:service
u0_a93        9827   757 6405348 109644 0                   0 S com.huawei.trustcircle
shell         9875     1 2443392  10160 0                   0 R adbd
shell         9978  9875 2186988   3636 __arm64_sys_nanosleep 0 S process-tracker
shell         9980  9875 2141932   3660 __arm64_sys_nanosleep 0 S process-tracker
shell        10033  9875 2216292   3884 0                   0 R ps
root         10587     2       0      0 0                   0 I [kbase_event]
u0_a165      10789   757 158877032 481776 0                 0 S com.tencent.mm
u0_a165      11063   757 9187708 175812 0                   0 S com.tencent.mm:push
root         11717     2       0      0 0                   0 I [kworker/u17:7-events_unbound]
root         11719     2       0      0 0                   0 I [kworker/u17:9-adb]
root         11862     2       0      0 0                   0 I [kworker/u16:1-f2fs_post_read_wq]
u0_a205      11955   757 6556136  75448 0                   0 S com.huawei.lbs:higeo
root         12028     2       0      0 0                   0 I [kworker/4:1-rcu_gp]
root         13612     2       0      0 0                   0 I [kbase_event]
u0_a81       15444   757 6418668  68356 0                   0 S com.huawei.hwpanpayservice
root         15511     2       0      0 0                   0 I [kworker/7:2-rcu_gp]
root         16534     2       0      0 0                   0 I [kbase_event]
root         18765     2       0      0 0                   0 I [kworker/4:2-events]
root         20337     2       0      0 0                   0 I [kworker/u16:3-f2fs_post_read_wq]
root         20468     2       0      0 0                   0 I [kworker/1:0-events]
root         20498     2       0      0 0                   0 I [kworker/2:2-mm_percpu_wq]
radio        20553   757 7642512 179672 0                   0 S com.android.incallui
root         20677     2       0      0 0                   0 I [kworker/u16:2-f2fs_post_read_wq]
root         20802     2       0      0 0                   0 I [kworker/3:2-events]
root         20917     2       0      0 0                   0 I [kbase_event]
u0_a44       21267   757 25717964 206344 0                  0 S com.android.mms
root         21421     2       0      0 0                   0 I [kworker/0:1-events]
root         21643     2       0      0 0                   0 I [kworker/u17:3-events_unbound]
root         21645     2       0      0 0                   0 I [kworker/u17:5-mcu_event_notifier]
root         21646     2       0      0 0                   0 I [kworker/u17:8-events_freezable_power_]
root         21748     2       0      0 0                   0 I [kworker/6:0-pm]
u0_a4        21774   757 6363592  66072 0                   0 S com.android.calllogbackup
root         22363     2       0      0 0                   0 I [kworker/u17:15-async_flush]
root         22871     2       0      0 0                   0 I [kworker/u16:6-f2fs_post_read_wq]
u0_a65       23081   758 1817832  56332 0                   0 S com.baidu.input_huawei
u0_a73       23250   757 7681792 110784 0                   0 S com.huawei.hwid.container1
u0_i9014     23308  2566 1778512  41748 0                   0 S com.huawei.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         23544     2       0      0 0                   0 I [kworker/1:2-events]
root         23786     2       0      0 0                   0 I [kworker/4:3-mm_percpu_wq]
root         23841     2       0      0 0                   0 I [kworker/5:2-events]
root         23849     2       0      0 0                   0 I [kworker/1:3-pm]
root         24956     2       0      0 0                   0 I [kworker/0:2-events]
root         25756     2       0      0 0                   0 I [kworker/u17:13-kverityd]
wifi         25839     1 2246064   6544 0                   0 S wpa_supplicant_hisi
root         25951     2       0      0 0                   0 I [kworker/5:3-events]
root         27139     2       0      0 0                   0 I [kworker/2:3-events]
u0_a73       28036   757 6657004 100728 0                   0 S com.huawei.hwid
u0_a46       28381   757 7089616 141044 0                   0 S com.android.packageinstaller
root         28404     2       0      0 0                   0 I [kbase_event]
root         28864     2       0      0 0                   0 I [kworker/u17:0-events_unbound]
u0_a49       29308   757 6653012  79392 0                   0 S com.android.statementservice
system       29342   757 6430656 103052 0                   0 S com.android.keychain
nfc          29349   757 6468964 101428 0                   0 S com.android.nfc:load
root         29391     2       0      0 0                   0 I [kworker/5:0-events]
u0_a96       30864   757 24830656 197584 0                  0 S com.huawei.vassistant
root         31070     2       0      0 0                   0 I [kbase_event]
u0_a132      31249   757 7112544 104020 0                   0 S com.tencent.wemeet.app:patch
root         31429     2       0      0 0                   0 I [kworker/2:0-sock_diag_events]
root         31536     2       0      0 0                   0 I [kworker/u17:2-events_unbound]
root         31562     2       0      0 0                   0 I [kworker/u17:6-events_unbound]
root         31570     2       0      0 0                   0 I [kbase_event]
root         31620     2       0      0 0                   0 I [kworker/u17:11-events_unbound]
root         31622     2       0      0 0                   0 I [kworker/u17:16-events_unbound]
u0_a73       32455   757 6624636 121964 0                   0 S com.huawei.hwid.container3
root         32596     2       0      0 0                   0 I [kworker/5:1-mm_percpu_wq]
u0_a73       32620   757 7973212 154736 0                   0 S com.huawei.hwid.container2
root         32761     2       0      0 0                   0 I [kworker/0:0-events]
