--------- beginning of main
04-23 11:23:41.680   874  2062 D NetworkMonitor/100: PROBE_DNS www.google.com 21ms OK 162.125.80.5,2001::1f0d:5528
04-23 11:23:44.205   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:44.205   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@a176588
04-23 11:23:44.207   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:45.213   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:45.213   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:45.213   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:45.213   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:45.213   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:45.213   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:45.213   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:45.213   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@c15db21
04-23 11:23:45.214   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:47.227   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:47.227   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:47.228   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:47.228   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:47.228   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:47.228   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:47.228   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:47.228   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:47.228   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@a988b46
04-23 11:23:47.230   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:48.239   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:48.239   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:48.239   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:48.239   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:48.239   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:48.239   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:48.239   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:48.239   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@b86d107
04-23 11:23:48.241   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:49.570   533   629 E WifiScoringParams: Invalid frequency(-1), using 5G as default rssi array
04-23 11:23:50.255   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:50.256   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:50.256   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:50.256   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:50.256   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:50.256   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:50.256   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:50.256   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@e815234
04-23 11:23:50.258   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:51.267   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:51.267   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:51.267   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:51.267   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:51.267   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:51.268   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:51.268   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:51.268   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:51.268   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:51.268   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:51.268   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:51.268   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@c54085d
04-23 11:23:51.270   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:52.278   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:52.278   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:52.278   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:52.278   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:52.278   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:52.278   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:52.278   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:52.279   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@f4215d2
04-23 11:23:52.281   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:53.321   533  2020 D WifiNl80211Manager: Scan result ready event
04-23 11:23:53.322   533  2020 D WifiNative: Scan result ready event
--------- beginning of kernel
04-23 11:23:53.392     0     0 D logd    : logdr: UID=0 GID=0 PID=2074 b tail=0 logMask=ff pid=0 start=0ns timeout=0ns
04-23 11:23:54.294   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:54.294   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:54.294   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:54.294   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:54.295   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:54.295   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:54.295   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:54.295   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:54.295   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:54.295   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:54.295   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@43576a3
04-23 11:23:54.297   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
--------- beginning of events
04-23 11:23:54.599   533   873 I ntp_failure: [time.android.com/216.239.35.12,java.net.SocketTimeoutException: Poll timed out]
04-23 11:23:54.599   533   873 D SntpClient: request time failed: java.net.SocketTimeoutException: Poll timed out
04-23 11:23:55.302   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:55.302   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:55.302   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.Phone.getSubId(Phone.java:3743)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.DefaultPhoneNotifier.notifyDataActivity(DefaultPhoneNotifier.java:121)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.Phone.notifyDataActivity(Phone.java:2526)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.updateDataActivity(DcTracker.java:4561)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker.access$500(DcTracker.java:140)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.telephony.dataconnection.DcTracker$2.run(DcTracker.java:391)
04-23 11:23:55.303   942   942 D SubscriptionController: android.os.Handler.handleCallback(Handler.java:938)
04-23 11:23:55.303   942   942 D SubscriptionController: android.os.Handler.dispatchMessage(Handler.java:99)
04-23 11:23:55.303   942   942 D SubscriptionController: android.os.Looper.loop(Looper.java:223)
04-23 11:23:55.303   942   942 D SubscriptionController: android.app.ActivityThread.main(ActivityThread.java:7656)
04-23 11:23:55.303   942   942 D SubscriptionController: java.lang.reflect.Method.invoke(Native Method)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
04-23 11:23:55.303   942   942 D SubscriptionController: com.android.internal.os.ZygoteInit.main(ZygoteInit.java:947)
04-23 11:23:55.303   942   942 D SubscriptionController: [getSubId]- subIdArr=[I@9fb5da0
04-23 11:23:55.304   942   942 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1 iccId=89014103211118510720 simSlotIndex=0 carrierId=1 displayName=T-Mobile carrierName=T-Mobile nameSource=3 iconTint=-16746133 number=+15555215554 dataRoaming=0 iconBitmap=android.graphics.Bitmap@b1bb555 mcc=310 mnc=260 countryIso=us isEmbedded=false nativeAccessRules=null cardString=89014103211118510720 cardId=-1 isOpportunistic=false groupUUID=null isGroupDisabled=false profileClass=-1 ehplmns=null hplmns=null subscriptionType=0 groupOwner=null carrierConfigAccessRules=null areUiccApplicationsEnabled=true}
04-23 11:23:57.311   942   942 D SubscriptionController: StackTrace - [getSubId]+ slotIndex=0
04-23 11:23:57.311   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubId(SubscriptionController.java:2299)
04-23 11:23:57.311   942   942 D SubscriptionController: com.android.internal.telephony.SubscriptionController.getSubIdUsingPhoneId(SubscriptionController.java:2694)
